STARTIME,Start Time,TRIPTIME,Mode_Group,Mode,Mode2,STOPS,Number of Stops
840,1900-01-00 14:00,15,Vehicle Driver,Car,Car,1,1
880,1900-01-00 14:40,15,Vehicle Driver,Car,Car,1,1
1095,1900-01-00 18:15,20,Vehicle Driver,Car,Car,1,1
1290,1900-01-00 21:30,15,Vehicle Driver,Car,Car,1,1
525,1900-01-00 8:45,10,Walking,Walking,Walking,1,1
810,1900-01-00 13:30,3,Vehicle Driver,Car,Car,1,1
1050,1900-01-00 17:30,10,Vehicle Driver,Car,Car,1,1
1260,1900-01-00 21:00,15,Vehicle Driver,Car,Car,1,1
1020,1900-01-00 17:00,15,Vehicle Driver,Car,Car,1,1
1260,1900-01-00 21:00,15,Vehicle Driver,Car,Car,1,1
1020,1900-01-00 17:00,15,Vehicle Passenger,Car,Car,1,1
1260,1900-01-00 21:00,15,Vehicle Passenger,Car,Car,1,1
675,1900-01-00 11:15,5,Vehicle Driver,Car,Car,1,1
1155,1900-01-00 19:15,5,Vehicle Driver,Car,Car,1,1
1335,1900-01-00 22:15,5,Vehicle Driver,Car,Car,1,1
555,1900-01-00 9:15,15,Vehicle Driver,Car,Car,1,1
705,1900-01-00 11:45,15,Vehicle Driver,Car,Car,1,1
900,1900-01-00 15:00,50,Vehicle Driver,Car,Car,1,1
975,1900-01-00 16:15,15,Vehicle Driver,Car,Car,1,1
425,1900-01-00 7:05,10,Vehicle Passenger,Car,Car,1,1
975,1900-01-00 16:15,15,Vehicle Passenger,Car,Car,1,1
425,1900-01-00 7:05,10,Vehicle Passenger,Car,Car,1,1
975,1900-01-00 16:15,15,Vehicle Passenger,Car,Car,1,1
816,1900-01-00 13:36,24,Vehicle Driver,Car,Car,1,1
895,1900-01-00 14:55,10,Vehicle Driver,Car,Car,1,1
1205,1900-01-00 20:05,30,Vehicle Driver,Car,Car,1,1
385,1900-01-00 6:25,5,Vehicle Driver,Car,Car,1,1
1180,1900-01-00 19:40,75,Vehicle Passenger,Car,Car,1,1
1260,1900-01-00 21:00,15,Vehicle Passenger,Car,Car,1,1
1290,1900-01-00 21:30,5,Vehicle Driver,Car,Car,1,1
1380,1900-01-00 23:00,10,Vehicle Driver,Car,Car,1,1
430,1900-01-00 7:10,10,Walking,Walking,Walking,1,1
1005,1900-01-00 16:45,85,Train,Train,PT,5,3+
595,1900-01-00 9:55,60,Tram,Tram,PT,4,3+
880,1900-01-00 14:40,80,Train,Train,PT,3,3+
880,1900-01-00 14:40,20,Vehicle Passenger,Car,Car,1,1
880,1900-01-00 14:40,20,Vehicle Driver,Car,Car,1,1
1080,1900-01-00 18:00,5,Walking,Walking,Walking,1,1
1200,1900-01-00 20:00,5,Walking,Walking,Walking,1,1
1125,1900-01-00 18:45,35,Vehicle Driver,Car,Car,1,1
1290,1900-01-00 21:30,30,Vehicle Driver,Car,Car,1,1
670,1900-01-00 11:10,50,Train,Train,PT,3,3+
975,1900-01-00 16:15,65,Train,Train,PT,3,3+
670,1900-01-00 11:10,50,Train,Train,PT,3,3+
975,1900-01-00 16:15,65,Train,Train,PT,3,3+
600,1900-01-00 10:00,30,Walking,Walking,Walking,1,1
1320,1900-01-00 22:00,5,Vehicle Driver,Car,Car,1,1
1080,1900-01-00 18:00,60,Vehicle Passenger,Car,Car,1,1
1320,1900-01-00 22:00,5,Vehicle Passenger,Car,Car,1,1
765,1900-01-00 12:45,30,Vehicle Driver,Car,Car,1,1
870,1900-01-00 14:30,20,Vehicle Driver,Car,Car,1,1
950,1900-01-00 15:50,20,Vehicle Driver,Car,Car,1,1
1140,1900-01-00 19:00,5,Vehicle Driver,Car,Car,1,1
690,1900-01-00 11:30,30,Vehicle Passenger,Car,Car,1,1
810,1900-01-00 13:30,30,Vehicle Passenger,Car,Car,1,1
1135,1900-01-00 18:55,15,Vehicle Driver,Car,Car,1,1
1335,1900-01-00 22:15,15,Vehicle Driver,Car,Car,1,1
745,1900-01-00 12:25,5,Vehicle Driver,Car,Car,1,1
780,1900-01-00 13:00,10,Walking,Walking,Walking,1,1
945,1900-01-00 15:45,15,Vehicle Driver,Car,Car,1,1
1020,1900-01-00 17:00,15,Vehicle Driver,Car,Car,1,1
840,1900-01-00 14:00,5,Vehicle Driver,Car,Car,1,1
850,1900-01-00 14:10,10,Vehicle Driver,Car,Car,1,1
840,1900-01-00 14:00,5,Vehicle Passenger,Car,Car,1,1
850,1900-01-00 14:10,10,Vehicle Passenger,Car,Car,1,1
810,1900-01-00 13:30,5,Vehicle Passenger,Car,Car,1,1
945,1900-01-00 15:45,15,Vehicle Passenger,Car,Car,1,1
1020,1900-01-00 17:00,15,Vehicle Passenger,Car,Car,1,1
660,1900-01-00 11:00,70,Train,Train,PT,3,3+
840,1900-01-00 14:00,45,Train,Train,PT,3,3+
570,1900-01-00 9:30,15,Vehicle Driver,Car,Car,1,1
720,1900-01-00 12:00,15,Vehicle Driver,Car,Car,1,1
780,1900-01-00 13:00,20,Vehicle Driver,Car,Car,1,1
1130,1900-01-00 18:50,30,Vehicle Driver,Car,Car,1,1
1250,1900-01-00 20:50,30,Vehicle Driver,Car,Car,1,1
660,1900-01-00 11:00,35,Vehicle Driver,Car,Car,1,1
750,1900-01-00 12:30,30,Vehicle Driver,Car,Car,1,1
660,1900-01-00 11:00,35,Vehicle Passenger,Car,Car,1,1
750,1900-01-00 12:30,30,Vehicle Passenger,Car,Car,1,1
580,1900-01-00 9:40,10,Vehicle Driver,Car,Car,1,1
700,1900-01-00 11:40,10,Vehicle Driver,Car,Car,1,1
580,1900-01-00 9:40,10,Vehicle Passenger,Car,Car,1,1
700,1900-01-00 11:40,10,Vehicle Passenger,Car,Car,1,1
780,1900-01-00 13:00,5,Vehicle Driver,Car,Car,1,1
840,1900-01-00 14:00,5,Vehicle Driver,Car,Car,1,1
1155,1900-01-00 19:15,15,Vehicle Driver,Car,Car,1,1
1440,1900-01-01 0:00,15,Vehicle Driver,Car,Car,1,1
705,1900-01-00 11:45,20,Vehicle Driver,Car,Car,1,1
845,1900-01-00 14:05,20,Vehicle Driver,Car,Car,1,1
705,1900-01-00 11:45,20,Vehicle Passenger,Car,Car,1,1
845,1900-01-00 14:05,20,Vehicle Passenger,Car,Car,1,1
705,1900-01-00 11:45,20,Vehicle Passenger,Car,Car,1,1
845,1900-01-00 14:05,20,Vehicle Passenger,Car,Car,1,1
540,1900-01-00 9:00,38,Bus,Bus,PT,3,3+
900,1900-01-00 15:00,36,Bus,Bus,PT,3,3+
630,1900-01-00 10:30,10,Vehicle Driver,Car,Car,1,1
710,1900-01-00 11:50,10,Vehicle Driver,Car,Car,1,1
960,1900-01-00 16:00,15,Vehicle Driver,Car,Car,1,1
1260,1900-01-00 21:00,15,Vehicle Passenger,Car,Car,1,1
1370,1900-01-00 22:50,10,Walking,Walking,Walking,1,1
1085,1900-01-00 18:05,15,Vehicle Driver,Car,Car,1,1
1350,1900-01-00 22:30,15,Vehicle Driver,Car,Car,1,1
740,1900-01-00 12:20,9,Vehicle Driver,Car,Car,1,1
864,1900-01-00 14:24,9,Vehicle Driver,Car,Car,1,1
740,1900-01-00 12:20,9,Vehicle Passenger,Car,Car,1,1
864,1900-01-00 14:24,9,Vehicle Passenger,Car,Car,1,1
330,1900-01-00 5:30,90,Vehicle Driver,Car,Car,1,1
990,1900-01-00 16:30,75,Vehicle Driver,Car,Car,1,1
1110,1900-01-00 18:30,30,Vehicle Passenger,Car,Car,1,1
1230,1900-01-00 20:30,20,Vehicle Passenger,Car,Car,1,1
1320,1900-01-00 22:00,20,Vehicle Passenger,Car,Car,1,1
785,1900-01-00 13:05,7,Walking,Walking,Walking,1,1
420,1900-01-00 7:00,35,Vehicle Driver,Car,Car,1,1
685,1900-01-00 11:25,10,Vehicle Driver,Car,Car,1,1
710,1900-01-00 11:50,35,Vehicle Driver,Car,Car,1,1
405,1900-01-00 6:45,15,Vehicle Driver,Car,Car,1,1
510,1900-01-00 8:30,15,Walking,Walking,Walking,1,1
550,1900-01-00 9:10,5,Vehicle Passenger,Car,Car,1,1
1020,1900-01-00 17:00,10,Vehicle Driver,Car,Car,1,1
1230,1900-01-00 20:30,10,Vehicle Driver,Car,Car,1,1
1020,1900-01-00 17:00,10,Vehicle Passenger,Car,Car,1,1
1230,1900-01-00 20:30,10,Vehicle Passenger,Car,Car,1,1
1020,1900-01-00 17:00,10,Vehicle Passenger,Car,Car,1,1
1230,1900-01-00 20:30,10,Vehicle Passenger,Car,Car,1,1
630,1900-01-00 10:30,5,Walking,Walking,Walking,1,1
390,1900-01-00 6:30,30,Vehicle Driver,Car,Car,1,1
580,1900-01-00 9:40,2,Vehicle Driver,Car,Car,1,1
670,1900-01-00 11:10,5,Vehicle Driver,Car,Car,1,1
690,1900-01-00 11:30,30,Vehicle Driver,Car,Car,1,1
930,1900-01-00 15:30,15,Vehicle Driver,Car,Car,1,1
555,1900-01-00 9:15,10,Vehicle Passenger,Car,Car,1,1
780,1900-01-00 13:00,15,Vehicle Passenger,Car,Car,1,1
520,1900-01-00 8:40,20,Vehicle Driver,Car,Car,1,1
795,1900-01-00 13:15,15,Vehicle Driver,Car,Car,1,1
990,1900-01-00 16:30,15,Vehicle Driver,Car,Car,1,1
1025,1900-01-00 17:05,25,Vehicle Driver,Car,Car,1,1
1120,1900-01-00 18:40,12,Vehicle Driver,Car,Car,1,1
1025,1900-01-00 17:05,25,Vehicle Passenger,Car,Car,1,1
1120,1900-01-00 18:40,12,Vehicle Passenger,Car,Car,1,1
750,1900-01-00 12:30,10,Walking,Walking,Walking,1,1
1030,1900-01-00 17:10,40,Tram,Tram,PT,3,3+
1125,1900-01-00 18:45,51,Train,Train,PT,3,3+
825,1900-01-00 13:45,5,Vehicle Driver,Car,Car,1,1
825,1900-01-00 13:45,5,Vehicle Passenger,Car,Car,1,1
1015,1900-01-00 16:55,13,Vehicle Driver,Car,Car,1,1
1185,1900-01-00 19:45,16,Vehicle Driver,Car,Car,1,1
555,1900-01-00 9:15,15,Vehicle Passenger,Car,Car,1,1
870,1900-01-00 14:30,15,Vehicle Passenger,Car,Car,1,1
480,1900-01-00 8:00,25,Vehicle Driver,Car,Car,1,1
775,1900-01-00 12:55,15,Vehicle Driver,Car,Car,1,1
800,1900-01-00 13:20,15,Vehicle Driver,Car,Car,1,1
625,1900-01-00 10:25,5,Walking,Walking,Walking,1,1
749,1900-01-00 12:29,5,Walking,Walking,Walking,1,1
510,1900-01-00 8:30,5,Walking,Walking,Walking,1,1
720,1900-01-00 12:00,10,Walking,Walking,Walking,1,1
480,1900-01-00 8:00,5,Vehicle Driver,Car,Car,1,1
540,1900-01-00 9:00,5,Vehicle Driver,Car,Car,1,1
1055,1900-01-00 17:35,10,Vehicle Driver,Car,Car,1,1
1105,1900-01-00 18:25,20,Vehicle Driver,Car,Car,1,1
1020,1900-01-00 17:00,55,Vehicle Driver,Car,Car,1,1
1105,1900-01-00 18:25,20,Vehicle Driver,Car,Car,1,1
1055,1900-01-00 17:35,10,Vehicle Passenger,Car,Car,1,1
1105,1900-01-00 18:25,20,Vehicle Passenger,Car,Car,1,1
465,1900-01-00 7:45,5,Vehicle Driver,Car,Car,1,1
630,1900-01-00 10:30,5,Vehicle Driver,Car,Car,1,1
1080,1900-01-00 18:00,29,Vehicle Driver,Car,Car,1,1
1170,1900-01-00 19:30,30,Vehicle Driver,Car,Car,1,1
1220,1900-01-00 20:20,10,Vehicle Driver,Car,Car,1,1
1320,1900-01-00 22:00,20,Vehicle Driver,Car,Car,1,1
1220,1900-01-00 20:20,10,Vehicle Passenger,Car,Car,1,1
1320,1900-01-00 22:00,20,Vehicle Passenger,Car,Car,1,1
1220,1900-01-00 20:20,10,Vehicle Passenger,Car,Car,1,1
1320,1900-01-00 22:00,20,Vehicle Passenger,Car,Car,1,1
1220,1900-01-00 20:20,10,Vehicle Passenger,Car,Car,1,1
1320,1900-01-00 22:00,20,Vehicle Passenger,Car,Car,1,1
585,1900-01-00 9:45,3,Vehicle Driver,Car,Car,1,1
765,1900-01-00 12:45,3,Vehicle Driver,Car,Car,1,1
690,1900-01-00 11:30,25,Vehicle Passenger,Car,Car,1,1
690,1900-01-00 11:30,25,Vehicle Driver,Car,Car,1,1
1100,1900-01-00 18:20,5,Walking,Walking,Walking,1,1
1185,1900-01-00 19:45,5,Walking,Walking,Walking,1,1
1100,1900-01-00 18:20,5,Walking,Walking,Walking,1,1
1185,1900-01-00 19:45,5,Walking,Walking,Walking,1,1
1055,1900-01-00 17:35,10,Walking,Walking,Walking,1,1
1195,1900-01-00 19:55,60,Train,Train,PT,6,3+
990,1900-01-00 16:30,5,Walking,Walking,Walking,1,1
720,1900-01-00 12:00,10,Walking,Walking,Walking,1,1
795,1900-01-00 13:15,15,Vehicle Driver,Car,Car,1,1
930,1900-01-00 15:30,15,Vehicle Driver,Car,Car,1,1
780,1900-01-00 13:00,2,Vehicle Driver,Car,Car,1,1
690,1900-01-00 11:30,70,Train,Train,PT,3,3+
840,1900-01-00 14:00,15,Tram,Tram,PT,3,3+
885,1900-01-00 14:45,90,Train,Train,PT,4,3+
1110,1900-01-00 18:30,5,Vehicle Passenger,Car,Car,1,1
1225,1900-01-00 20:25,5,Vehicle Passenger,Car,Car,1,1
1020,1900-01-00 17:00,10,Vehicle Passenger,Car,Car,1,1
1125,1900-01-00 18:45,15,Vehicle Passenger,Car,Car,1,1
408,1900-01-00 6:48,42,Vehicle Driver,Car,Car,1,1
810,1900-01-00 13:30,15,Vehicle Driver,Car,Car,1,1
1020,1900-01-00 17:00,20,Vehicle Driver,Car,Car,1,1
630,1900-01-00 10:30,45,Vehicle Driver,Car,Car,1,1
870,1900-01-00 14:30,60,Vehicle Driver,Car,Car,1,1
630,1900-01-00 10:30,45,Vehicle Passenger,Car,Car,1,1
870,1900-01-00 14:30,60,Vehicle Passenger,Car,Car,1,1
885,1900-01-00 14:45,3,Vehicle Driver,Car,Car,1,1
955,1900-01-00 15:55,20,Vehicle Driver,Car,Car,1,1
885,1900-01-00 14:45,3,Vehicle Passenger,Car,Car,1,1
785,1900-01-00 13:05,10,Walking,Walking,Walking,1,1
930,1900-01-00 15:30,25,Vehicle Driver,Car,Car,1,1
1005,1900-01-00 16:45,45,Vehicle Driver,Car,Car,1,1
1005,1900-01-00 16:45,45,Vehicle Passenger,Car,Car,1,1
765,1900-01-00 12:45,15,Vehicle Driver,Car,Car,1,1
1115,1900-01-00 18:35,25,Vehicle Passenger,Car,Car,1,1
1380,1900-01-00 23:00,30,Vehicle Passenger,Car,Car,1,1
1115,1900-01-00 18:35,25,Vehicle Driver,Car,Car,1,1
1380,1900-01-00 23:00,30,Vehicle Driver,Car,Car,1,1
1135,1900-01-00 18:55,5,Bicycle,Bicycle,Bicycle,1,1
1170,1900-01-00 19:30,5,Bicycle,Bicycle,Bicycle,1,1
1140,1900-01-00 19:00,5,Vehicle Passenger,Car,Car,1,1
1260,1900-01-00 21:00,5,Vehicle Passenger,Car,Car,1,1
650,1900-01-00 10:50,5,Walking,Walking,Walking,1,1
660,1900-01-00 11:00,13,Walking,Walking,Walking,1,1
1140,1900-01-00 19:00,5,Vehicle Passenger,Car,Car,1,1
1260,1900-01-00 21:00,5,Vehicle Passenger,Car,Car,1,1
750,1900-01-00 12:30,10,Walking,Walking,Walking,1,1
480,1900-01-00 8:00,15,Walking,Walking,Walking,1,1
480,1900-01-00 8:00,15,Walking,Walking,Walking,1,1
780,1900-01-00 13:00,5,Walking,Walking,Walking,1,1
600,1900-01-00 10:00,60,Vehicle Driver,Car,Car,1,1
600,1900-01-00 10:00,60,Vehicle Passenger,Car,Car,1,1
630,1900-01-00 10:30,15,Vehicle Driver,Car,Car,1,1
707,1900-01-00 11:47,15,Vehicle Driver,Car,Car,1,1
570,1900-01-00 9:30,1,Vehicle Driver,Car,Car,1,1
810,1900-01-00 13:30,10,Vehicle Driver,Car,Car,1,1
830,1900-01-00 13:50,10,Vehicle Driver,Car,Car,1,1
720,1900-01-00 12:00,30,Vehicle Driver,Car,Car,1,1
630,1900-01-00 10:30,30,Vehicle Driver,Car,Car,1,1
870,1900-01-00 14:30,30,Vehicle Driver,Car,Car,1,1
1020,1900-01-00 17:00,5,Vehicle Driver,Car,Car,1,1
1380,1900-01-00 23:00,5,Vehicle Driver,Car,Car,1,1
630,1900-01-00 10:30,30,Vehicle Passenger,Car,Car,1,1
870,1900-01-00 14:30,30,Vehicle Passenger,Car,Car,1,1
1020,1900-01-00 17:00,5,Vehicle Passenger,Car,Car,1,1
1380,1900-01-00 23:00,5,Vehicle Passenger,Car,Car,1,1
690,1900-01-00 11:30,35,Vehicle Passenger,Car,Car,1,1
795,1900-01-00 13:15,15,Vehicle Passenger,Car,Car,1,1
690,1900-01-00 11:30,35,Vehicle Driver,Car,Car,1,1
795,1900-01-00 13:15,15,Vehicle Driver,Car,Car,1,1
660,1900-01-00 11:00,10,Vehicle Driver,Car,Car,1,1
990,1900-01-00 16:30,45,Vehicle Driver,Car,Car,1,1
1230,1900-01-00 20:30,45,Vehicle Driver,Car,Car,1,1
660,1900-01-00 11:00,10,Vehicle Passenger,Car,Car,1,1
990,1900-01-00 16:30,45,Vehicle Passenger,Car,Car,1,1
1230,1900-01-00 20:30,45,Vehicle Passenger,Car,Car,1,1
660,1900-01-00 11:00,10,Vehicle Passenger,Car,Car,1,1
990,1900-01-00 16:30,45,Vehicle Passenger,Car,Car,1,1
1230,1900-01-00 20:30,45,Vehicle Passenger,Car,Car,1,1
660,1900-01-00 11:00,10,Vehicle Passenger,Car,Car,1,1
990,1900-01-00 16:30,45,Vehicle Passenger,Car,Car,1,1
1230,1900-01-00 20:30,45,Vehicle Passenger,Car,Car,1,1
570,1900-01-00 9:30,10,Vehicle Passenger,Car,Car,1,1
710,1900-01-00 11:50,10,Vehicle Passenger,Car,Car,1,1
570,1900-01-00 9:30,10,Vehicle Driver,Car,Car,1,1
710,1900-01-00 11:50,10,Vehicle Driver,Car,Car,1,1
570,1900-01-00 9:30,10,Vehicle Passenger,Car,Car,1,1
710,1900-01-00 11:50,10,Vehicle Passenger,Car,Car,1,1
570,1900-01-00 9:30,10,Vehicle Passenger,Car,Car,1,1
710,1900-01-00 11:50,10,Vehicle Passenger,Car,Car,1,1
780,1900-01-00 13:00,8,Walking,Walking,Walking,1,1
750,1900-01-00 12:30,30,Vehicle Driver,Car,Car,1,1
960,1900-01-00 16:00,40,Vehicle Driver,Car,Car,1,1
840,1900-01-00 14:00,10,Walking,Walking,Walking,1,1
870,1900-01-00 14:30,10,Walking,Walking,Walking,1,1
600,1900-01-00 10:00,5,Vehicle Driver,Car,Car,1,1
630,1900-01-00 10:30,5,Vehicle Driver,Car,Car,1,1
1050,1900-01-00 17:30,30,Vehicle Passenger,Car,Car,1,1
1200,1900-01-00 20:00,5,Vehicle Passenger,Car,Car,1,1
605,1900-01-00 10:05,10,Walking,Walking,Walking,1,1
680,1900-01-00 11:20,10,Walking,Walking,Walking,1,1
710,1900-01-00 11:50,5,Walking,Walking,Walking,1,1
680,1900-01-00 11:20,10,Walking,Walking,Walking,1,1
710,1900-01-00 11:50,5,Walking,Walking,Walking,1,1
765,1900-01-00 12:45,30,Vehicle Driver,Car,Car,1,1
850,1900-01-00 14:10,20,Vehicle Driver,Car,Car,1,1
970,1900-01-00 16:10,20,Vehicle Driver,Car,Car,1,1
1380,1900-01-00 23:00,30,Vehicle Driver,Car,Car,1,1
690,1900-01-00 11:30,20,Vehicle Driver,Car,Car,1,1
1380,1900-01-00 23:00,30,Vehicle Driver,Car,Car,1,1
690,1900-01-00 11:30,20,Vehicle Passenger,Car,Car,1,1
755,1900-01-00 12:35,5,Walking,Walking,Walking,1,1
1380,1900-01-00 23:00,30,Vehicle Passenger,Car,Car,1,1
600,1900-01-00 10:00,30,Vehicle Driver,Car,Car,1,1
837,1900-01-00 13:57,33,Vehicle Driver,Car,Car,1,1
1080,1900-01-00 18:00,10,Vehicle Driver,Car,Car,1,1
1150,1900-01-00 19:10,35,Vehicle Driver,Car,Car,1,1
670,1900-01-00 11:10,35,Vehicle Driver,Car,Car,1,1
810,1900-01-00 13:30,40,Vehicle Driver,Car,Car,1,1
1285,1900-01-00 21:25,15,Vehicle Driver,Car,Car,1,1
1360,1900-01-00 22:40,10,Vehicle Driver,Car,Car,1,1
670,1900-01-00 11:10,35,Vehicle Passenger,Car,Car,1,1
810,1900-01-00 13:30,40,Vehicle Passenger,Car,Car,1,1
670,1900-01-00 11:10,35,Vehicle Passenger,Car,Car,1,1
810,1900-01-00 13:30,40,Vehicle Passenger,Car,Car,1,1
670,1900-01-00 11:10,35,Vehicle Passenger,Car,Car,1,1
810,1900-01-00 13:30,40,Vehicle Passenger,Car,Car,1,1
1050,1900-01-00 17:30,5,Walking,Walking,Walking,1,1
1170,1900-01-00 19:30,5,Walking,Walking,Walking,1,1
1140,1900-01-00 19:00,15,Vehicle Passenger,Car,Car,1,1
1215,1900-01-00 20:15,15,Vehicle Driver,Car,Car,1,1
1140,1900-01-00 19:00,15,Vehicle Passenger,Car,Car,1,1
1215,1900-01-00 20:15,15,Vehicle Passenger,Car,Car,1,1
1140,1900-01-00 19:00,15,Vehicle Passenger,Car,Car,1,1
1215,1900-01-00 20:15,15,Vehicle Passenger,Car,Car,1,1
1140,1900-01-00 19:00,15,Vehicle Passenger,Car,Car,1,1
1215,1900-01-00 20:15,15,Vehicle Passenger,Car,Car,1,1
670,1900-01-00 11:10,50,Vehicle Passenger,Car,Car,1,1
670,1900-01-00 11:10,50,Vehicle Driver,Car,Car,1,1
765,1900-01-00 12:45,30,Vehicle Driver,Car,Car,1,1
825,1900-01-00 13:45,15,Vehicle Driver,Car,Car,1,1
765,1900-01-00 12:45,30,Vehicle Passenger,Car,Car,1,1
825,1900-01-00 13:45,15,Vehicle Driver,Car,Car,1,1
720,1900-01-00 12:00,5,Vehicle Passenger,Car,Car,1,1
960,1900-01-00 16:00,5,Vehicle Passenger,Car,Car,1,1
720,1900-01-00 12:00,5,Vehicle Driver,Car,Car,1,1
960,1900-01-00 16:00,5,Vehicle Driver,Car,Car,1,1
720,1900-01-00 12:00,5,Vehicle Passenger,Car,Car,1,1
960,1900-01-00 16:00,5,Vehicle Passenger,Car,Car,1,1
720,1900-01-00 12:00,5,Vehicle Passenger,Car,Car,1,1
960,1900-01-00 16:00,5,Vehicle Passenger,Car,Car,1,1
545,1900-01-00 9:05,45,Vehicle Driver,Car,Car,1,1
690,1900-01-00 11:30,30,Vehicle Driver,Car,Car,1,1
835,1900-01-00 13:55,65,Vehicle Driver,Car,Car,2,2
1080,1900-01-00 18:00,20,Vehicle Driver,Car,Car,1,1
1320,1900-01-00 22:00,20,Vehicle Driver,Car,Car,1,1
545,1900-01-00 9:05,45,Vehicle Passenger,Car,Car,1,1
1080,1900-01-00 18:00,20,Vehicle Passenger,Car,Car,1,1
1320,1900-01-00 22:00,20,Vehicle Passenger,Car,Car,1,1
545,1900-01-00 9:05,45,Vehicle Passenger,Car,Car,1,1
690,1900-01-00 11:30,30,Vehicle Passenger,Car,Car,1,1
545,1900-01-00 9:05,45,Vehicle Passenger,Car,Car,1,1
690,1900-01-00 11:30,30,Vehicle Passenger,Car,Car,1,1
545,1900-01-00 9:05,45,Vehicle Passenger,Car,Car,1,1
690,1900-01-00 11:30,30,Vehicle Passenger,Car,Car,1,1
545,1900-01-00 9:05,45,Vehicle Passenger,Car,Car,1,1
690,1900-01-00 11:30,30,Vehicle Passenger,Car,Car,1,1
1080,1900-01-00 18:00,20,Vehicle Passenger,Car,Car,1,1
1320,1900-01-00 22:00,20,Vehicle Passenger,Car,Car,1,1
545,1900-01-00 9:05,45,Vehicle Passenger,Car,Car,1,1
690,1900-01-00 11:30,30,Vehicle Passenger,Car,Car,1,1
1080,1900-01-00 18:00,20,Vehicle Passenger,Car,Car,1,1
1320,1900-01-00 22:00,20,Vehicle Passenger,Car,Car,1,1
545,1900-01-00 9:05,45,Vehicle Passenger,Car,Car,1,1
690,1900-01-00 11:30,30,Vehicle Passenger,Car,Car,1,1
1080,1900-01-00 18:00,20,Vehicle Passenger,Car,Car,1,1
1320,1900-01-00 22:00,20,Vehicle Passenger,Car,Car,1,1
600,1900-01-00 10:00,10,Vehicle Driver,Car,Car,1,1
1080,1900-01-00 18:00,35,Vehicle Driver,Car,Car,1,1
1130,1900-01-00 18:50,12,Vehicle Driver,Car,Car,1,1
660,1900-01-00 11:00,30,Vehicle Driver,Car,Car,1,1
1020,1900-01-00 17:00,45,Vehicle Driver,Car,Car,1,1
1130,1900-01-00 18:50,10,Vehicle Driver,Car,Car,1,1
590,1900-01-00 9:50,75,Vehicle Passenger,Car,Car,1,1
730,1900-01-00 12:10,25,Vehicle Passenger,Car,Car,1,1
820,1900-01-00 13:40,60,Vehicle Passenger,Car,Car,1,1
1110,1900-01-00 18:30,20,Vehicle Passenger,Car,Car,1,1
590,1900-01-00 9:50,75,Vehicle Driver,Car,Car,1,1
730,1900-01-00 12:10,25,Vehicle Driver,Car,Car,1,1
820,1900-01-00 13:40,60,Vehicle Driver,Car,Car,1,1
590,1900-01-00 9:50,75,Vehicle Passenger,Car,Car,1,1
730,1900-01-00 12:10,25,Vehicle Passenger,Car,Car,1,1
820,1900-01-00 13:40,60,Vehicle Passenger,Car,Car,1,1
1130,1900-01-00 18:50,10,Vehicle Driver,Car,Car,1,1
1277,1900-01-00 21:17,23,Vehicle Driver,Car,Car,1,1
1310,1900-01-00 21:50,10,Vehicle Driver,Car,Car,1,1
512,1900-01-00 8:32,5,Vehicle Passenger,Car,Car,1,1
545,1900-01-00 9:05,52,Vehicle Passenger,Car,Car,1,1
868,1900-01-00 14:28,418,Vehicle Passenger,Car,Car,1,1
512,1900-01-00 8:32,5,Vehicle Driver,Car,Car,1,1
545,1900-01-00 9:05,52,Vehicle Driver,Car,Car,1,1
868,1900-01-00 14:28,418,Vehicle Driver,Car,Car,1,1
890,1900-01-00 14:50,5,Vehicle Driver,Car,Car,1,1
1125,1900-01-00 18:45,15,Vehicle Driver,Car,Car,1,1
1350,1900-01-00 22:30,15,Vehicle Driver,Car,Car,1,1
785,1900-01-00 13:05,5,Vehicle Driver,Car,Car,1,1
1125,1900-01-00 18:45,15,Vehicle Passenger,Car,Car,1,1
1350,1900-01-00 22:30,15,Vehicle Passenger,Car,Car,1,1
1125,1900-01-00 18:45,15,Vehicle Passenger,Car,Car,1,1
1350,1900-01-00 22:30,15,Vehicle Passenger,Car,Car,1,1
750,1900-01-00 12:30,30,Walking,Walking,Walking,1,1
810,1900-01-00 13:30,15,Walking,Walking,Walking,1,1
1125,1900-01-00 18:45,15,Vehicle Passenger,Car,Car,1,1
1350,1900-01-00 22:30,15,Vehicle Passenger,Car,Car,1,1
1195,1900-01-00 19:55,10,Vehicle Driver,Car,Car,1,1
855,1900-01-00 14:15,30,Vehicle Driver,Car,Car,1,1
915,1900-01-00 15:15,10,Vehicle Driver,Car,Car,1,1
960,1900-01-00 16:00,30,Vehicle Driver,Car,Car,1,1
480,1900-01-00 8:00,15,Vehicle Driver,Car,Car,1,1
540,1900-01-00 9:00,30,Vehicle Driver,Car,Car,1,1
930,1900-01-00 15:30,30,Vehicle Driver,Car,Car,1,1
713,1900-01-00 11:53,7,Walking,Walking,Walking,1,1
960,1900-01-00 16:00,25,Walking,Walking,Walking,1,1
1080,1900-01-00 18:00,25,Walking,Walking,Walking,1,1
570,1900-01-00 9:30,75,Vehicle Driver,Car,Car,1,1
915,1900-01-00 15:15,45,Vehicle Passenger,Car,Car,1,1
570,1900-01-00 9:30,75,Vehicle Passenger,Car,Car,1,1
915,1900-01-00 15:15,45,Vehicle Driver,Car,Car,1,1
570,1900-01-00 9:30,75,Vehicle Passenger,Car,Car,1,1
